# ε=64
# n=1000000
data_index,key,slope,intercept
0,1484607601,0.51248980582826478,-41.128673792729921
1363,1484610467,0.37384557097435593,1300.2859589041096
2338,1484613068,0.42051798933834548,2401.9858101135191
3474,1484615770,0.40835141381589469,3489.1735301735302
4454,1484618290,0.48096246280613413,4434.9751316090639
5514,1484620676,0.42163975488661269,5453.1660777385159
6923,1484624008,0.40083566838438559,6948.5105141829488
9388,1484629933,0.48301223553360752,9446.3191238853994
10526,1484632306,0.41460247670655238,10519.527767332286
11665,1484634912,0.79634237683089214,11622.793105026631
12511,1484635946,1.4461215136339392,12448.45166170272
15235,1484637827,1.3437217236520062,15287.113402061856
16422,1484638722,0.74287622051638525,16394.001786394995
17754,1484640464,1.610314953909184,17806.467331000341
20203,1484641912,1.7786602138528676,20153.455461107319
21795,1484642798,3.1715686274509804,21757.862745098039
22727,1484643083,2.5671641791044776,22791
23760,1484643486,2.9173399336851445,23739.73340961107
25583,1484644287,2.2948067632850242,25646.467391304348
26425,1484644656,1.5158243002046058,26362.955117321841
28132,1484645780,2.3888932798514098,28195.943438914027
29208,1484646231,2.4949798387096774,29193.946875
32348,1484647521,2.0034367029131427,32410.865807490938
33983,1484648338,1.3888951017669425,34037.606519794229
35368,1484649345,0.93011238363547281,35320.002457435081
36090,1484650104,1.5937003829270571,36027.318413187634
37565,1484651028,1.7337813560449797,37625.845166012376
39134,1484651936,0.77887441432591934,39100.035705654435
39968,1484652968,1.6035727483898216,39942.430306989758
42437,1484654483,2.8177719465648855,42499.60078721374
43269,1484654779,1.7351267752897099,43329.039827481049
44545,1484655517,1.7851524657471052,44482.087489043687
45659,1484656140,2.7302309277170492,45694.912878441023
49106,1484657413,2.0766864425401011,49164.619863766205
50072,1484657882,0.63000577803457931,50048.796879861327
50930,1484659178,1.5556556552342543,50889.475976778746
54164,1484661241,2.5056818181818182,54164
54607,1484661576,2.9402055041461363,54651.322040620118
56739,1484662308,2.4723557758501996,56797.67667905824
59761,1484663533,0.70566853669939224,59770.138125292193
60454,1484664410,1.9049155908639523,60420.613952333664
61396,1484664887,2.7370707070707071,61380.464646464646
64021,1484665828,3.0700291754274445,64046.340146366111
68648,1484667348,1.8198774015100546,68709.154294684907
70104,1484668150,0.5217269477765661,70058.059425360475
70944,1484669972,0.37378123197487973,70944.415826222675
72267,1484673335,0.32490604763830305,72330.869490060501
73230,1484676300,0.31610113944552367,73219.567719589059
73834,1484678034,1.2563243586642042,73897.780181086519
76370,1484680053,1.0658589986863232,76423.065216756678
77142,1484680794,0.34699330707765156,77078.96349056389
77722,1484682461,0.38489465880712595,77676.756037030612
78397,1484684165,0.31566333784554611,78449.791612392409
79136,1484686131,0.31109089091090891,79114.597310268973
80035,1484688883,0.29421033231330772,80095.492674660442
81507,1484693460,0.3647817220112638,81468.927327120723
82439,1484696302,0.29378065687777741,82386.502527140934
83488,1484699831,0.28604504371271988,83550.177644678493
85328,1484705820,0.25917075577856076,85330.587384244314
86639,1484710620,0.26891321714609063,86680.974922636179
88250,1484716214,0.31572877759140868,88312.584644734656
88862,1484718165,0.31254095674967235,88825.029611730013
89490,1484720498,0.51891788219352782,89427.189754204527
89967,1484721413,1.2813891698521959,90021.836529322083
93586,1484724259,0.49113346747149564,93524.854191817572
94353,1484725812,0.56000958874920094,94297.508656509695
95114,1484727152,2.4615255475408977,95051.254518072289
101280,1484729656,2.272548231511254,101343.2375
102351,1484730128,1.7221580851227584,102287.18032786885
103039,1484730527,2.4866402319871017,103026.56214713406
106654,1484732012,0.96760486850684634,106716.63675287981
107341,1484732725,0.99845916795069337,107328.24499229584
108289,1484733752,0.45307698639157155,108231.75990452151
109496,1484736400,2.0416785898243003,109450.40476735535
111840,1484737604,1.6786150662045234,111853.73197765753
