# ε=64
# n=1000000
data_index,key,slope,intercept
0,1451602800,8.2980505635089857,-46.642857142683587
1373,1451602962,9.7551546391752577,1399.9742268041237
2695,1451603087,10.853030303030303,2756.4090909090909
3382,1451603151,9.4869402985074627,3379.9906716419215
5439,1451603359,9.9909090909090909,5495.8363636363636
7098,1451603526,9.1129418017539197,7050.5623173000266
8302,1451603655,10.26189460209089,8295.8034990397114
10120,1451603826,11.800531914893617,10107.757978723404
11311,1451603922,22.765522875816993,11302.082516339869
12619,1451603983,12.139423076923077,12669.980769230769
13379,1451604047,10.54951690821256,13327.374396135266
15462,1451604256,11.547082228116711,15414.040450928382
16188,1451604317,10.926973684210526,16171.438157895309
17363,1451604419,9.6427083333333333,17417.595833333333
19373,1451604629,9.4414961636828645,19326.483695652174
20534,1451604749,9.9731640041374555,20510.281059648316
22568,1451604948,13.131826741996234,22631.440677966102
23706,1451605035,11.110909090909091,23645.12
24500,1451605105,9.4154150197628458,24521.043083003953
26097,1451605262,9.3174189814814815,26131.578124999486
27223,1451605371,11.282738095238095,27285.0625
27915,1451605433,10.389469558400836,27889.470472955067
29747,1451605605,11.636680761099366,29794.065539112051
31949,1451605796,14.034545454545455,31888.136363636364
32474,1451605833,13.412268582481348,32506.027079303675
34327,1451605974,9.5386925188743995,34325.091712422787
37283,1451606291,9.4195069771964798,37238.005372684353
39192,1451606491,13.483212341197822,39251.973684210526
40491,1451606588,14.1,40437.5
41649,1451606679,10.144578313253012,41630.054216867076
43632,1451606868,9.9401020408163265,43682.619489796475
46538,1451607162,11.22967032967033,46486.841758241758
49273,1451607404,13.770807453416149,49257.293167701863
50641,1451607498,14.71472184531886,50676.101424694708
52341,1451607616,14.240802675585284,52278.739130434783
53073,1451607666,11.63768115942029,53125.275362318841
55153,1451607846,9.4649748322147651,55169.349203020134
56992,1451608030,9.8968095712861416,56978.414755732802
58689,1451608196,13.184389140271493,58633.561085972851
60272,1451608314,15.830920740389179,60256.390958709257
62131,1451608427,11.227022058823529,62194.470588235294
63430,1451608543,16.55231037489102,63368.878378378378
64585,1451608612,15.94936974789916,64648.772058823529
66256,1451608717,12.261748998664887,66242.918491321762
70583,1451609065,14.096491228070175,70535.640350877193
72452,1451609195,18.324592074592075,72515.288461538462
73546,1451609255,11.759948580371116,73492.684328191966
76200,1451609476,13.828009828009828,76263.783783783784
77024,1451609536,20.390909090909091,76996.1
77919,1451609585,11.574774774774775,77937.396396396396
80404,1451609792,14.751144164759725,80467.723684210526
82432,1451609930,13.992424242424242,82385.234848484848
85669,1451610160,15.085801148519311,85710.113162931308
87681,1451610285,16.509496676163343,87730.050332383666
90612,1451610464,11.282624633431085,90558.477272727273
91839,1451610571,15.410144927536232,91800.879710144928
93344,1451610666,12.795625942684766,93400.269230769231
95967,1451610872,10.629902422484271,96019.783577590721
98521,1451611101,10.263137967590489,98499.064894744379
101284,1451611364,11.846491228070175,101259.82894736842
102621,1451611473,12.439445331205108,102637.95869912211
106787,1451611800,12.747208931419458,106850.21212121212
108182,1451611910,10.212028852991974,108121.07843137255
110697,1451612155,19.751876876876877,110757.08108108019
111753,1451612209,12.203703703703704,111690.96296296296
112889,1451612301,15.722457627118644,112951.375
114661,1451612414,13.074095022624434,114632.5520361991
118317,1451612689,12.587662337662338,118320.04545454545
120968,1451612894,14.525997531879885,121020.2563554093
124292,1451613124,13.607692307692308,124286.7
126902,1451613321,14.398630136986301,126850.15068493151
129749,1451613527,15.872983870967742,129747.09677419355
130963,1451613608,24.017647058823529,130915.27647058824
132083,1451613660,10.401882763975155,132139.49310947205
134457,1451613889,9.7501430205949657,134417.22182494279
136790,1451614125,10.485962424672102,136852.67582417582
139377,1451614372,9.6714068606165871,139429.20212765957
140793,1451614520,8.9237373737373737,140753.40909090914
141761,1451614625,7.3150248756218905,141726.41990049751
143848,1451614906,8.9006096549435965,143891.94697660916
147419,1451615295,9.2999338624338624,147482.90178571429
149236,1451615491,8.9145833333333333,149185.34583333333
150265,1451615602,13.366132723112128,150245.15789473684
151111,1451615672,9.59125,151090.72624999985
152133,1451615772,11.313839701770736,152087.86183597452
153928,1451615926,20.459745762711864,153974.875
155372,1451615998,11.015151515151515,155403
157163,1451616164,8.5894736842105263,157132.07368421053
160240,1451616518,9.6059351276742581,160255.69013112491
163949,1451616895,11.993506493506494,163983.67532467532
165448,1451617011,10.942724978973928,165420.76307821699
167657,1451617206,10.570716709075488,167683.09838846518
169259,1451617348,9,169323
171676,1451617617,11.376040703052729,171613.32608695652
172759,1451617711,12.443452380952381,172810.36904761905
175268,1451617903,14.398242116708953,175279.80391446176
178334,1451618109,18.033724340175953,178365.44868035191
180501,1451618220,56.166666666666667,180562.5
180909,1451618228,16.592592592592593,180871.66666666667
182640,1451618330,19.41867201426025,182673.28676470588
188103,1451618613,15.145971914264597,188145.0303030303
189976,1451618729,16.275431034482759,189936.22370689655
193276,1451618930,17.366048593350384,193224.96707161215
195107,1451619030,17.053304290646063,195077.4726697348
198283,1451619213,20.129807692307692,198346.625
200913,1451619344,15.256296641791045,200925.55550373134
203648,1451619527,14.701635768811341,203586.08571428571
206724,1451619735,15.077189578713969,206786.20731707317
209916,1451619947,15.017032967032967,209889.21153846154
212194,1451620105,16.750475988999365,212165.16194203512
216186,1451620349,17.233490339325195,216157.9001730265
220360,1451620588,17.448051171688187,220410.32520325189
224090,1451620795,17.32469040247678,224050.58165634675
228488,1451621055,13.933630952380952,228481.23422619048
231258,1451621249,16.002837514934289,231295.26792114695
236402,1451621564,16.572916666666667,236394.13541666667
238421,1451621682,14.904789719626168,238483.33177570093
240859,1451621846,16.660243407707911,240797.10344827586
243949,1451622031,16.518237630913687,244003.45774647816
250530,1451622422,18.532223644899701,250500.76099018353
252773,1451622541,21.486166007905138,252780.00724637684
254788,1451622630,21.05,254848
256065,1451622691,17.874696454589607,256060.6483729966
258657,1451622840,17.197023341201154,258647.18640178337
262826,1451623079,19.193325979040265,262887.50055157198
266156,1451623253,16.772457627118644,266095.10169491525
267842,1451623353,19.381754385964912,267867.94947368421
270143,1451623474,17.694850126194595,270204.37709497192
274527,1451623722,19.988008720930233,274466.515625
276082,1451623798,22.672619047619048,276080.80357142857
277417,1451623860,20.773809523809524,277384
279452,1451623963,18.457880434782609,279394.93342391304
282747,1451624141,16.235374149659864,282787.81088435374
285547,1451624315,10.909376257545272,285523.03412474849
288550,1451624586,11.440625,288544.884375
290237,1451624740,11.629256272401434,290174.98611111111
291832,1451624876,11.835947712418301,291874.18562091503
295313,1451625160,14.392672413793103,295296.33448275793
296598,1451625245,14.565340909090909,296659.34375
297784,1451625327,11.129466944609887,297723.08904109589
299638,1451625493,11.047619047619048,299622.14285714286
301138,1451625624,13.891558441558442,301169.31363636364
302407,1451625718,9.992769744160178,302347.6149425287
304207,1451625897,10.423999867422359,304143.08801498127
308183,1451626278,11.30211714890614,308246.3623853211
310154,1451626453,11.272697040239441,310105.36780844696
312097,1451626623,12.248039914468995,312159.34212401996
313422,1451626732,11.619075829383886,313443.65462085246
316043,1451626949,13.403935185185185,316106.09375
316869,1451627011,14.976971260132646,316807.0593220339
318470,1451627117,13.621590909090909,318533.625
320769,1451627286,11.661804177850391,320815.61267359085
324663,1451627622,10.597778633795583,324600.39548022599
327505,1451627888,10.063305322128852,327493.63193277311
330034,1451628133,11.845,330011.02
331995,1451628306,11.769264069264069,331933.76666666667
333448,1451628429,11.375905797101449,333511.98550724638
334455,1451628518,10.388493859082094,334415.64705882353
335618,1451628627,12.730278232405892,335664.68968903437
337136,1451628748,10.257254901960784,337085.50274509804
