# ε=64
# n=1000000
data_index,key,slope,intercept
0,979672113,0.00030755343760582431,-61.835746616400056
486,981243390,0.00035466171460471617,424.70661229989266
1450,983951284,0.00049505015138212097,1498.9868206842066
2309,985457260,0.00048159856620183383,2372.6408361950532
3040,986980603,0.00041560139556256434,3034.7401797836543
3540,988040853,0.00051236146698245627,3499.9816575697671
4064,989015793,0.00048264505779980427,4041.3223011856245
4506,989843358,0.0013292689685671182,4451.8731980283363
4884,990119815,0.0011310912267216128,4872.7191311220016
5439,990703773,0.00074579290795934669,5475.07757420895
6044,991566346,0.00048118820315816161,6001.4480709710304
7189,993900318,0.00048845085633536015,7131.0961821433789
8297,996155135,0.0039289702051120213,8325.7523308288358
8907,996331006,0.0016274028160976071,8965.2149987593432
10159,997104358,0.0013939397924839002,10162.790454181273
10896,997677345,0.0015502195845744459,10852.463324414045
11561,998092651,0.0013714864433101767,11615.54114056774
13884,999699753,0.0016362026892415748,13939.358889609682
15169,1000411712,0.0023517087414933086,15113.072717751969
17400,1001356731,0.0050632872546592518,17421.542552750733
19324,1001745270,0.004830708410813118,19260.185793489925
20389,1001965647,0.0041381748600659839,20444.877295492487
21661,1002277502,0.0022661519200042753,21618.450259396652
22523,1002648092,0.003736944952555809,22479.656185813035
23232,1002832161,0.004215171695137532,23190.319999738833
24279,1003075162,0.0057288164956544908,24257.193119136435
25461,1003297404,0.0041034445486640158,25509.153994971369
26557,1003570946,0.0035381565258011862,26493.036622681201
27555,1003852772,0.0036423936971382227,27520.09961910555
28246,1004034327,0.0038800396471914276,28309.615003967094
29414,1004336155,0.0066413095382969845,29352.832822642422
30227,1004458030,0.0059881318572379321,30203.482629418323
30911,1004565345,0.0056479758650882926,30879.488555500163
31460,1004656709,0.0042944985611324721,31403.482922655843
32889,1004987623,0.0056680871138331998,32853.337834882997
33981,1005175201,0.0044631805649828294,33982.394437137088
34936,1005403881,0.003645011285567776,34930.732895529971
36278,1005755737,0.0053496496389708349,36249.133198778235
37275,1005935498,0.005431108158579001,37335.647948164418
38392,1006118059,0.0087960650204156785,38341.829439288376
39045,1006190649,0.014250743782451263,39095.476812791286
39799,1006246382,0.012392119637111722,39775.368307371273
40614,1006319478,0.010764755626738012,40550.161863592699
41249,1006378422,0.0072707267192550916,41207.184526468565
42490,1006545947,0.0048828995249191836,42550.972443995344
43543,1006735917,0.00854295937522077,43604.86219194611
44561,1006855454,0.0081378711324128514,44554.575730278616
46243,1007054984,0.012736952744692248,46300.070715229843
46821,1007103589,0.013284323531509386,46757.110198702352
47348,1007143215,0.011185936850928111,47408.639455003435
47952,1007198071,0.010095976878164535,47932.490366189192
48499,1007260771,0.0068059144310186039,48435.548922228122
48834,1007309796,0.0089932346389352384,48893.463151284406
49736,1007396311,0.023520724063425399,49798.779796653045
50612,1007433688,0.010774235806036601,50548.530400497356
51179,1007486183,0.013089692538271746,51241.700834592664
51827,1007536244,0.012075338900772603,51763.355359129682
52219,1007568634,0.016759776129908067,52282.994421579809
52901,1007609353,0.011498621639921461,52847.361411794908
53470,1007657882,0.014106101545051479,53530.748872270026
54157,1007707060,0.010714077596983522,54093.141344691208
54624,1007750587,0.013295831116934399,54682.490943425741
55119,1007789329,0.0089746656457446149,55055.245310546061
55596,1007842404,0.016127705202588289,55656.202663931163
